tDocumento;tCorrelativo;tTurno;tTipoPago;tOtroTipoPago;tMoneda;nTipoCambio;nMonto;nPropina;tTarjeta;tReferencia;tBanco;tNumero;tFechaVencimiento;tUsuario;fRegistro;nDolar;lReplica;fDiaContable;tNumeroATarjeta;tForma;tCodigoIntegracion
T00013000085452;1;1800000375;2;NULL;1;3,1;18;0;1;;NULL;9081;;EACHA;29/07/2018 13:40;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085451;1;1800000375;1;NULL;1;3,1;16;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 13:38;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085450;1;1800000375;1;NULL;1;3,1;5;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 13:36;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085449;1;1800000375;2;NULL;1;3,1;82;0;1;;NULL;6016;;EACHA;29/07/2018 13:34;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085448;1;1800000375;2;NULL;1;3,1;69;0;5;;NULL;9005;;EACHA;29/07/2018 13:33;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085447;1;1800000375;1;NULL;1;3,1;30;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 13:29;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085446;1;1800000375;2;NULL;1;3,1;100;0;1;;NULL;7019;;EACHA;29/07/2018 13:27;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085445;1;1800000375;1;NULL;1;3,1;35;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 13:26;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085444;1;1800000375;2;NULL;1;3,1;70;0;5;;NULL;9991;;EACHA;29/07/2018 13:25;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085443;1;1800000375;2;NULL;1;3,1;70;5;1;;NULL;9013;;EACHA;29/07/2018 13:24;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085442;1;1800000375;2;NULL;1;3,1;7;0;5;;NULL;9804;;EACHA;29/07/2018 13:23;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085441;1;1800000375;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 13:22;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085440;2;1800000375;2;NULL;1;3,1;18;0;5;;NULL;9050;;EACHA;29/07/2018 13:20;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085440;1;1800000375;1;NULL;1;3,1;60;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 13:20;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085439;1;1800000375;2;NULL;1;3,1;56;0;5;;NULL;6997;;EACHA;29/07/2018 13:16;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085438;1;1800000375;1;NULL;1;3,1;30;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 13:14;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085437;1;1800000375;2;NULL;1;3,1;55;0;5;;NULL;4258;;EACHA;29/07/2018 13:12;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085436;1;1800000375;2;NULL;1;3,1;75;0;5;;NULL;2531;;EACHA;29/07/2018 13:09;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085435;1;1800000375;2;NULL;1;3,1;75;0;1;;NULL;3609;;EACHA;29/07/2018 13:08;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085434;1;1800000375;1;NULL;1;3,1;95;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 13:06;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085433;1;1800000375;1;NULL;1;3,1;75;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 12:59;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085432;1;1800000375;1;NULL;1;3,1;39;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 12:56;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085431;1;1800000375;1;NULL;1;3,1;70;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 12:55;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085430;1;1800000375;2;NULL;1;3,1;30;0;2;;NULL;9720;;EACHA;29/07/2018 12:52;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085428;1;1800000375;2;NULL;1;3,1;11;0;5;;NULL;6346;;EACHA;29/07/2018 12:44;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085427;1;1800000375;2;NULL;1;3,1;70;0;1;;NULL;5117;;EACHA;29/07/2018 12:42;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085426;1;1800000375;1;NULL;1;3,1;80;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 12:39;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085425;1;1800000375;1;NULL;1;3,1;28;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 12:37;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085424;1;1800000375;1;NULL;1;3,1;25;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 12:36;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085423;1;1800000375;1;NULL;1;3,1;8;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 12:33;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085422;1;1800000375;2;NULL;1;3,1;47;7;3;;NULL;3006;;EACHA;29/07/2018 12:32;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085421;1;1800000375;2;NULL;1;3,1;182;10;5;;NULL;1009;;EACHA;29/07/2018 12:29;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085420;1;1800000375;2;NULL;1;3,1;83;0;2;;NULL;764;;EACHA;29/07/2018 12:24;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085419;1;1800000375;2;NULL;1;3,1;78;0;1;;NULL;6011;;EACHA;29/07/2018 12:23;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085418;1;1800000375;1;NULL;1;3,1;2,8;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 12:20;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085417;1;1800000375;2;NULL;1;3,1;83;8;1;;NULL;10;;EACHA;29/07/2018 12:19;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085416;1;1800000375;2;NULL;1;3,1;70;0;5;;NULL;6346;;EACHA;29/07/2018 12:19;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085415;1;1800000375;2;NULL;1;3,1;39;4;1;;NULL;1301;;EACHA;29/07/2018 12:14;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085414;1;1800000375;2;NULL;1;3,1;108;0;5;;NULL;2025;;EACHA;29/07/2018 12:14;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085413;1;1800000375;2;NULL;1;3,1;62;0;5;;NULL;5275;;EACHA;29/07/2018 12:09;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085412;1;1800000375;2;NULL;1;3,1;68;4;1;;NULL;8042;;EACHA;29/07/2018 11:55;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085411;1;1800000375;1;NULL;1;3,1;35;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 11:44;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085410;1;1800000375;2;NULL;1;3,1;40;0;1;;NULL;1636;;EACHA;29/07/2018 11:41;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085409;1;1800000375;2;NULL;1;3,1;27;0;5;;NULL;5901;;EACHA;29/07/2018 11:41;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085408;1;1800000375;2;NULL;1;3,1;145;0;5;;NULL;7853;;EACHA;29/07/2018 11:19;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085407;1;1800000375;1;NULL;1;3,1;17;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 11:16;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085406;1;1800000375;2;NULL;1;3,1;42;0;1;;NULL;8015;;EACHA;29/07/2018 11:15;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085405;1;1800000375;2;NULL;1;3,1;12;0;5;;NULL;2876;;EACHA;29/07/2018 11:12;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085404;2;1800000375;2;NULL;1;3,1;31,5;3;5;;NULL;8728;;EACHA;29/07/2018 11:12;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085404;1;1800000375;2;NULL;1;3,1;31,5;3,1;5;;NULL;2876;;EACHA;29/07/2018 11:12;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085403;1;1800000375;1;NULL;1;3,1;8;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 11:10;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085402;1;1800000375;1;NULL;1;3,1;42;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 11:09;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085401;1;1800000375;2;NULL;1;3,1;49;4;5;;NULL;4587;;EACHA;29/07/2018 11:07;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085400;1;1800000375;1;NULL;1;3,1;88;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 11:07;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085399;1;1800000375;2;NULL;1;3,1;30;0;5;;NULL;7053;;EACHA;29/07/2018 10:54;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085398;1;1800000375;2;NULL;1;3,1;34;3,5;1;;NULL;8171;;EACHA;29/07/2018 10:41;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085397;1;1800000375;2;NULL;1;3,1;7;0;5;;NULL;181;;EACHA;29/07/2018 10:39;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085396;1;1800000375;1;NULL;1;3,1;38;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 10:28;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085395;1;1800000375;2;NULL;1;3,1;50;0;5;;NULL;2510;;EACHA;29/07/2018 10:24;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085394;1;1800000375;2;NULL;1;3,1;74;0;5;;NULL;3043;;EACHA;29/07/2018 10:16;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085393;1;1800000375;1;NULL;1;3,1;88;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 10:04;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085392;1;1800000375;1;NULL;1;3,1;25;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 9:56;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085391;1;1800000375;2;NULL;1;3,1;36;0;5;;NULL;5059;;EACHA;29/07/2018 9:52;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085390;1;1800000375;1;NULL;1;3,1;30;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 9:28;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085389;1;1800000375;1;NULL;1;3,1;16;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 9:26;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085388;1;1800000375;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 9:24;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085387;1;1800000375;1;NULL;1;3,1;40;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;29/07/2018 9:15;NULL;NULL;29/07/2018 0:00;NULL;NULL;NULL
T00013000085386;1;1800000375;2;NULL;1;3,1;38;0;5;;NULL;2177;;EACHA;29/07/2018 8:43;NULL;NULL;29/07/2018 0:00;;NULL;NULL
T00013000085385;1;1800000374;1;NULL;1;3,1;10,5;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:51;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085384;2;1800000374;2;NULL;1;3,1;2;0;5;;NULL;0;;MORBEGOSO;28/07/2018 22:37;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085384;1;1800000374;1;NULL;1;3,1;1;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:37;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085383;1;1800000374;1;NULL;1;3,1;13,5;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:37;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085382;1;1800000374;2;NULL;1;3,1;30;0;5;;NULL;7216;;MORBEGOSO;28/07/2018 22:35;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085381;2;1800000374;2;NULL;1;3,1;26;0;5;;NULL;2142;;MORBEGOSO;28/07/2018 22:29;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085381;1;1800000374;2;NULL;1;3,1;26;0;2;;NULL;1987;;MORBEGOSO;28/07/2018 22:29;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085380;1;1800000374;3;NULL;1;3,1;80;NULL;NULL;NULL;BCP;4676400;NULL;MORBEGOSO;28/07/2018 22:23;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085379;1;1800000374;1;NULL;1;3,1;18;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:20;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085378;1;1800000374;1;NULL;1;3,1;52;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:20;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085377;2;1800000374;2;NULL;1;3,1;40;0;5;;NULL;959;;MORBEGOSO;28/07/2018 22:18;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085377;1;1800000374;2;NULL;1;3,1;35;0;5;;NULL;1845;;MORBEGOSO;28/07/2018 22:18;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085376;1;1800000374;1;NULL;1;3,1;47;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:17;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085375;1;1800000374;2;NULL;1;3,1;14;0;5;;NULL;9391;;MORBEGOSO;28/07/2018 22:16;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085374;1;1800000374;1;NULL;1;3,1;54;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:15;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085373;3;1800000374;2;NULL;1;3,1;20;0;3;;NULL;8343;;MORBEGOSO;28/07/2018 22:14;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085373;2;1800000374;2;NULL;1;3,1;18;0;5;;NULL;9886;;MORBEGOSO;28/07/2018 22:14;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085373;1;1800000374;1;NULL;1;3,1;30;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:14;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085372;1;1800000374;2;NULL;1;3,1;12;0;2;;NULL;7452;;MORBEGOSO;28/07/2018 22:13;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085371;1;1800000374;1;NULL;1;3,1;4;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:10;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085370;1;1800000374;2;NULL;1;3,1;129;0;2;;NULL;2516;;MORBEGOSO;28/07/2018 22:07;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085369;2;1800000374;2;NULL;1;3,1;107;0;5;;NULL;3264;;MORBEGOSO;28/07/2018 22:06;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085369;1;1800000374;2;NULL;1;3,1;50;0;1;;NULL;6981;;MORBEGOSO;28/07/2018 22:06;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085368;1;1800000374;2;NULL;1;3,1;26;0;2;;NULL;3288;;MORBEGOSO;28/07/2018 22:06;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085367;1;1800000374;1;NULL;1;3,1;16;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 22:00;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085366;1;1800000374;2;NULL;1;3,1;101;0;1;;NULL;1319;;MORBEGOSO;28/07/2018 22:00;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085365;1;1800000374;2;NULL;1;3,1;14;0;5;;NULL;1193;;MORBEGOSO;28/07/2018 21:59;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085364;1;1800000374;2;NULL;1;3,1;69;6;5;;NULL;1476;;MORBEGOSO;28/07/2018 21:57;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085363;1;1800000374;2;NULL;1;3,1;52;0;3;;NULL;2015;;MORBEGOSO;28/07/2018 21:56;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085362;1;1800000374;1;NULL;1;3,1;38;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:56;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085361;3;1800000374;2;NULL;1;3,1;22;0;5;;NULL;1666;;MORBEGOSO;28/07/2018 21:53;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085361;2;1800000374;2;NULL;1;3,1;22;0;3;;NULL;6749;;MORBEGOSO;28/07/2018 21:53;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085361;1;1800000374;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:53;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085360;1;1800000374;2;NULL;1;3,1;37;0;1;;NULL;9016;;MORBEGOSO;28/07/2018 21:52;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085359;1;1800000374;1;NULL;1;3,1;58;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:45;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085358;1;1800000374;2;NULL;1;3,1;22;0;5;;NULL;7719;;MORBEGOSO;28/07/2018 21:44;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085357;2;1800000374;2;NULL;1;3,1;12;0;5;;NULL;3471;;MORBEGOSO;28/07/2018 21:39;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085357;1;1800000374;1;NULL;1;3,1;10;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:39;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085356;1;1800000374;2;NULL;1;3,1;18;0;5;;NULL;1564;;MORBEGOSO;28/07/2018 21:34;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085355;1;1800000374;1;NULL;1;3,1;22;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:33;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085354;2;1800000374;2;NULL;1;3,1;35;0;5;;NULL;4127;;MORBEGOSO;28/07/2018 21:33;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085354;1;1800000374;2;NULL;1;3,1;37;0;5;;NULL;3608;;MORBEGOSO;28/07/2018 21:33;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085353;1;1800000374;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:32;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085352;2;1800000374;2;NULL;1;3,1;11;0;5;;NULL;493;;MORBEGOSO;28/07/2018 21:32;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085352;1;1800000374;2;NULL;1;3,1;20;0;5;;NULL;8167;;MORBEGOSO;28/07/2018 21:32;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085351;1;1800000374;2;NULL;1;3,1;10;0;5;;NULL;1564;;MORBEGOSO;28/07/2018 21:30;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085350;1;1800000374;2;NULL;1;3,1;30;0;5;;NULL;7623;;MORBEGOSO;28/07/2018 21:28;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085349;1;1800000374;2;NULL;1;3,1;4;0;1;;NULL;1209;;MORBEGOSO;28/07/2018 21:26;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085348;1;1800000374;2;NULL;1;3,1;36;0;1;;NULL;1209;;MORBEGOSO;28/07/2018 21:25;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085347;1;1800000374;2;NULL;1;3,1;12;0;2;;NULL;2194;;MORBEGOSO;28/07/2018 21:18;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085346;1;1800000374;1;NULL;1;3,1;46;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:13;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085345;1;1800000374;2;NULL;1;3,1;56;0;5;;NULL;9306;;MORBEGOSO;28/07/2018 21:11;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085344;1;1800000374;2;NULL;1;3,1;38;0;5;;NULL;6055;;MORBEGOSO;28/07/2018 21:09;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085343;1;1800000374;2;NULL;1;3,1;65;0;5;;NULL;9717;;MORBEGOSO;28/07/2018 21:06;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085342;1;1800000374;1;NULL;1;3,1;18;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:04;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085341;1;1800000374;1;NULL;1;3,1;36;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:03;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085340;1;1800000374;1;NULL;1;3,1;40;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:03;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085339;3;1800000374;2;NULL;1;3,1;20;0;1;;NULL;317;;MORBEGOSO;28/07/2018 21:01;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085339;2;1800000374;2;NULL;1;3,1;44;0;5;;NULL;9423;;MORBEGOSO;28/07/2018 21:01;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085339;1;1800000374;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:01;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085338;1;1800000374;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 21:00;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085337;1;1800000374;2;NULL;1;3,1;18;0;1;;NULL;2013;;MORBEGOSO;28/07/2018 20:58;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085336;1;1800000374;2;NULL;1;3,1;35;3,5;5;;NULL;6524;;MORBEGOSO;28/07/2018 20:57;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085335;1;1800000374;2;NULL;1;3,1;26;0;1;;NULL;2013;;MORBEGOSO;28/07/2018 20:56;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085334;1;1800000374;1;NULL;1;3,1;106;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 20:54;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085333;1;1800000374;1;NULL;1;3,1;43;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 20:52;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085332;1;1800000374;2;NULL;1;3,1;61;5;2;;NULL;6080;;MORBEGOSO;28/07/2018 20:39;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085331;1;1800000374;2;NULL;1;3,1;25;0;5;;NULL;9863;;MORBEGOSO;28/07/2018 20:38;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085330;1;1800000374;2;NULL;1;3,1;118;0;5;;NULL;2750;;MORBEGOSO;28/07/2018 20:37;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085329;1;1800000374;2;NULL;1;3,1;10;0;5;;NULL;4597;;MORBEGOSO;28/07/2018 20:36;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085328;1;1800000374;2;NULL;1;3,1;87;8;1;;NULL;2017;;MORBEGOSO;28/07/2018 20:35;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085327;1;1800000374;2;NULL;1;3,1;12;0;5;;NULL;7274;;MORBEGOSO;28/07/2018 20:34;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085326;1;1800000374;1;NULL;1;3,1;26;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 20:33;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085325;1;1800000374;1;NULL;1;3,1;52;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 20:32;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
T00013000085324;1;1800000374;2;NULL;1;3,1;41;9;5;;NULL;4570;;MORBEGOSO;28/07/2018 20:26;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085323;2;1800000374;2;NULL;1;3,1;24;0;2;;NULL;6470;;MORBEGOSO;28/07/2018 20:26;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085323;1;1800000374;2;NULL;1;3,1;41;0;2;;NULL;8952;;MORBEGOSO;28/07/2018 20:26;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085322;1;1800000374;2;NULL;1;3,1;140;10;1;;NULL;21;;MORBEGOSO;28/07/2018 20:25;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085319;1;1800000374;2;NULL;1;3,1;109;0;1;;NULL;6721;;MORBEGOSO;28/07/2018 20:15;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085318;1;1800000374;2;NULL;1;3,1;38;0;5;;NULL;1435;;MORBEGOSO;28/07/2018 20:15;NULL;NULL;28/07/2018 0:00;;NULL;NULL
T00013000085317;1;1800000374;1;NULL;1;3,1;21;NULL;NULL;NULL;NULL;NULL;NULL;MORBEGOSO;28/07/2018 20:13;NULL;NULL;28/07/2018 0:00;NULL;NULL;NULL
